Topics;Alpha;Beta;min_df;max_df;top_n_words;Coherence;Perplexity;Vocab_Size;Top_words_per_topic
2;0.1;0.1;2;0.8;5;-0.3301325782581209;2545.3935495869778;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;0.5;0.01;2;0.8;5;-0.3301325782581209;2724.3707092360246;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;0.5;0.1;2;0.8;5;-0.3301325782581209;2544.3014554772517;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;0.7;0.01;2;0.8;5;-0.3301325782581209;2723.468300626601;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;0.7;0.1;2;0.8;5;-0.3301325782581209;2543.7632547727662;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;1;0.01;2;0.8;5;-0.3301325782581209;2723.1252787475423;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;1;0.1;2;0.8;5;-0.3301325782581209;2543.7816852902465;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;symmetric;0.01;2;0.8;5;-0.3301325782581209;2724.3707092360246;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
2;symmetric;0.1;2;0.8;5;-0.3301325782581209;2544.3014554772517;8282;signal vibration turbine frequency bearing | wind forecasting hydropower management grid
4;1;0.3;2;0.8;5;-0.3314898485938059;2303.2997665789653;8282;turbine vibration bearing frequency pattern | hydropower water turbine efficiency equipment | signal cnn lstm noise prediction | wind forecasting renewable_energy prediction solar
5;0.01;0.1;2;0.8;5;-0.3325358399115754;2286.87462442015;8282;pattern temperature normal test hydroelectric | hydropower management equipment grid water | signal cnn lstm noise prediction | wind forecasting renewable_energy prediction load | turbine vibration bearing frequency sensor
5;0.1;0.1;2;0.8;5;-0.3325358399115754;2283.687914348753;8282;pattern temperature normal test hydroelectric | hydropower management equipment grid water | signal cnn lstm noise prediction | wind forecasting renewable_energy prediction load | turbine vibration bearing frequency sensor
4;0.5;symmetric;2;0.8;7;-0.33351889006972424;2308.6476513736884;8282;turbine vibration bearing frequency signal pattern temperature | hydropower efficiency management water equipment design grid | signal lstm cnn noise prediction layer fault_diagnosis | wind forecasting renewable_energy solar load generation prediction
4;0.5;symmetric;2;0.8;5;-0.3346301238619942;2308.6476513736884;8282;turbine vibration bearing frequency signal | hydropower efficiency management water equipment | signal lstm cnn noise prediction | wind forecasting renewable_energy solar load
4;0.01;0.01;2;0.8;5;-0.3347527254223085;2558.254218152319;8282;turbine vibration bearing frequency temperature | hydropower water efficiency management turbine | signal lstm cnn noise prediction | wind forecasting renewable_energy load generation
5;0.01;1;2;0.8;4;-0.3367998467416128;2405.385841708607;8282;bearing signal vibration frequency | hydropower management grid equipment | signal lstm noise cnn | forecasting wind prediction renewable_energy | turbine vibration frequency bearing
5;0.1;1;2;0.8;4;-0.3367998467416128;2405.234694509315;8282;bearing signal vibration frequency | hydropower management grid equipment | signal lstm noise cnn | forecasting wind prediction renewable_energy | turbine vibration frequency bearing
5;0.5;1;2;0.8;4;-0.3367998467416128;2410.3249482697615;8282;bearing signal vibration frequency | hydropower management grid equipment | signal lstm noise cnn | forecasting wind prediction renewable_energy | turbine vibration frequency bearing
5;0.7;1;2;0.8;4;-0.3367998467416128;2412.3085398598773;8282;bearing signal vibration frequency | hydropower management grid equipment | signal lstm noise cnn | forecasting wind prediction renewable_energy | turbine vibration frequency bearing
5;symmetric;1;2;0.8;4;-0.3367998467416128;2406.5452339364306;8282;bearing signal vibration frequency | hydropower management grid equipment | signal lstm noise cnn | forecasting wind prediction renewable_energy | turbine vibration frequency bearing
5;0.01;0.3;2;0.8;7;-0.33726936917038114;2236.9825802698524;8282;temperature hydroelectric fault_detection signal layer vibration test | hydropower management grid equipment water efficiency device | signal lstm cnn noise prediction layer turbine | wind forecasting prediction renewable_energy solar load generation | turbine vibration bearing frequency sensor pressure pattern
5;0.1;0.3;2;0.8;7;-0.33726936917038114;2235.8044092011896;8282;temperature hydroelectric fault_detection signal layer vibration test | hydropower management grid equipment water efficiency device | signal lstm cnn noise prediction layer turbine | wind forecasting prediction renewable_energy solar load generation | turbine vibration bearing frequency sensor pressure pattern
3;0.5;0.5;2;0.8;4;-0.3391175910670503;2384.9599319090908;8282;turbine vibration bearing frequency | wind management grid hydropower | signal lstm prediction cnn
